Iso3_code;Country;Region;Subregion;Indicator;Dimension;Category;Sex;Age;Year;Unit of measurement;VALUE;Source
SRB;Serbia;Europe;Southern Europe;Arms found;by type;Total;na;na;2017;Counts;415;UNODA
SRB;Serbia;Europe;Southern Europe;Arms surrendered;by type;Total;na;na;2017;Counts;33516;UNODA
SRB;Serbia;Europe;Southern Europe;Arms seized;by type;machine gun;na;na;2017;Counts;25;SOF/IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by type;other weapons;na;na;2017;Counts;104;SOF/IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by type;pistol;na;na;2017;Counts;610;SOF/IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by type;revolver;na;na;2017;Counts;41;SOF/IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by type;rifle (Inlcuding Carbine);na;na;2017;Counts;1041;SOF/IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by type;shotgun (Including Short Carbine);na;na;2017;Counts;0;SOF/IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by type;submachine gun;na;na;2017;Counts;9;SOF/IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by type;Unknown status on type;na;na;2017;Counts;0;SOF/IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;Total;Total;na;na;2017;Counts;1881;SOF/IAFQ
SRB;Serbia;Europe;Southern Europe;Instances/cases of seizures;Total;Total;na;na;2017;Counts;1191;IAFQ
SRB;Serbia;Europe;Southern Europe;Ammunition seized;Total;Total;na;na;2020;Counts;46273;IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by condition;Assembled arms;na;na;2020;Counts;0;IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by condition;Converted arms;na;na;2020;Counts;24;IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by condition;Industrially manufactured arms;na;na;2020;Counts;0;IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by condition;Modified arms;na;na;2020;Counts;0;IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by condition;otherwise illicitly manufactured;na;na;2020;Counts;0;IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by condition;Reactivated arms;na;na;2020;Counts;0;IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by condition;otherwise illicitly manufactured;na;na;2020;Counts;1547;IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by marking;altered marking;na;na;2020;Counts;41;IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by marking;no marking;na;na;2020;Counts;0;IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by marking;unknown Status On Marking;na;na;2020;Counts;1530;IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by marking;uniquely marked;na;na;2020;Counts;0;IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by type;machine gun;na;na;2020;Counts;3;SOF/IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by type;other weapons;na;na;2020;Counts;369;SOF/IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by type;pistol;na;na;2020;Counts;610;SOF/IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by type;revolver;na;na;2020;Counts;60;SOF/IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by type;rifle (Inlcuding Carbine);na;na;2020;Counts;261;SOF/IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by type;shotgun (Including Short Carbine);na;na;2020;Counts;250;SOF/IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by type;submachine gun;na;na;2020;Counts;18;SOF/IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by type;Unknown status on type;na;na;2020;Counts;0;SOF/IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by legal justification of seizure;illicit manufacture;na;na;2020;Counts;0;IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by legal justification of seizure;illicit posession;na;na;2020;Counts;0;IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by legal justification of seizure;illicit use;na;na;2020;Counts;0;IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by legal justification of seizure;Altered markings;na;na;2020;Counts;0;IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by legal justification of seizure;other;na;na;2020;Counts;0;IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by legal justification of seizure;illicit trafficking;na;na;2020;Counts;0;IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by legal justification of seizure;unknown;na;na;2020;Counts;1571;IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by location;land borders;na;na;2020;Counts;19;IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by location;national territory;na;na;2020;Counts;1551;IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by location;other;na;na;2020;Counts;0;IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by location;planes and airports;na;na;2020;Counts;1;IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by location;unknown;na;na;2020;Counts;0;IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by location;vessels and harbours;na;na;2020;Counts;0;IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by other suspected offences;Other arms offences;na;na;2020;Counts;2794;IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by other suspected offences;Illicit trafficking of firearms;na;na;2020;Counts;1401;IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by location;Unknown status regarding marking;na;na;2020;Counts;1571;IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;Total;Total;na;na;2020;Counts;1571;SOF/IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by condition;Total;na;na;2020;Counts;1571;IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by marking;Total;na;na;2020;Counts;1571;IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by legal justification of seizure;Total;na;na;2020;Counts;1571;IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by location;Total;na;na;2020;Counts;1571;IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by location;Total;na;na;2020;Counts;1571;IAFQ
SRB;Serbia;Europe;Southern Europe;Instances/cases of seizures;Total;Total;na;na;2020;Counts;1401;IAFQ
SRB;Serbia;Europe;Southern Europe;Ammunition seized;Total;Total;na;na;2021;Counts;57287;IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by type;machine gun;na;na;2021;Counts;3;SOF/IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by type;other weapons;na;na;2021;Counts;676;SOF/IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by type;pistol;na;na;2021;Counts;691;SOF/IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by type;revolver;na;na;2021;Counts;62;SOF/IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by type;rifle (Inlcuding Carbine);na;na;2021;Counts;177;SOF/IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by type;shotgun (Including Short Carbine);na;na;2021;Counts;296;SOF/IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by type;submachine gun;na;na;2021;Counts;7;SOF/IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by type;Unknown status on type;na;na;2021;Counts;1;SOF/IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by legal justification of seizure;illicit posession;na;na;2021;Counts;1913;IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by location;national territory;na;na;2021;Counts;1913;IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;Total;Total;na;na;2021;Counts;1913;SOF/IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by legal justification of seizure;Total;na;na;2021;Counts;1913;IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by location;Total;na;na;2021;Counts;1913;IAFQ
SRB;Serbia;Europe;Southern Europe;Individuals prosecuted for illicit trafficking in weapons;Total;Total;Female;Total;2021;Counts;68;IAFQ
SRB;Serbia;Europe;Southern Europe;Individuals prosecuted for illicit trafficking in weapons;Total;Total;Male;Total;2021;Counts;1567;IAFQ
SRB;Serbia;Europe;Southern Europe;Individuals prosecuted for illicit trafficking in weapons;Total;Total;Total;Total;2021;Counts;1635;IAFQ
SRB;Serbia;Europe;Southern Europe;Individuals targeted by criminal justice system due to illicit trafficking in weapons;Total;Total;Total;Total;2021;Counts;1635;IAFQ
SRB;Serbia;Europe;Southern Europe;Ammunition seized;Total;Total;na;na;2022;Counts;25612;IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by type;machine gun;na;na;2022;Counts;2;SOF/IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by type;other weapons;na;na;2022;Counts;444;SOF/IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by type;pistol;na;na;2022;Counts;569;SOF/IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by type;revolver;na;na;2022;Counts;42;SOF/IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by type;rifle (Inlcuding Carbine);na;na;2022;Counts;188;SOF/IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by type;shotgun (Including Short Carbine);na;na;2022;Counts;218;SOF/IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by type;submachine gun;na;na;2022;Counts;0;SOF/IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by legal justification of seizure;illicit posession;na;na;2022;Counts;1463;IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by location;national territory;na;na;2022;Counts;1463;IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;Total;Total;na;na;2022;Counts;1463;SOF/IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by legal justification of seizure;Total;na;na;2022;Counts;1463;IAFQ
SRB;Serbia;Europe;Southern Europe;Arms seized;by location;Total;na;na;2022;Counts;1463;IAFQ
SRB;Serbia;Europe;Southern Europe;Individuals prosecuted for illicit trafficking in weapons;Total;Total;Female;Total;2022;Counts;60;IAFQ
SRB;Serbia;Europe;Southern Europe;Individuals prosecuted for illicit trafficking in weapons;Total;Total;Male;Total;2022;Counts;1244;IAFQ
SRB;Serbia;Europe;Southern Europe;Individuals prosecuted for illicit trafficking in weapons;Total;Total;Total;Total;2022;Counts;1304;IAFQ
SRB;Serbia;Europe;Southern Europe;Individuals targeted by criminal justice system due to illicit trafficking in weapons;Total;Total;Total;Total;2022;Counts;1304;IAFQ
SUR;Suriname;Americas;Latin America and the Caribbean;Arms seized;by type;machine gun;na;na;2016;Counts;0;IAFQ
SUR;Suriname;Americas;Latin America and the Caribbean;Arms seized;by type;other weapons;na;na;2016;Counts;19;IAFQ
SUR;Suriname;Americas;Latin America and the Caribbean;Arms seized;by type;pistol;na;na;2016;Counts;57;IAFQ
SUR;Suriname;Americas;Latin America and the Caribbean;Arms seized;by type;revolver;na;na;2016;Counts;13;IAFQ
SUR;Suriname;Americas;Latin America and the Caribbean;Arms seized;by type;rifle (Inlcuding Carbine);na;na;2016;Counts;3;IAFQ
SUR;Suriname;Americas;Latin America and the Caribbean;Arms seized;by type;shotgun (Including Short Carbine);na;na;2016;Counts;95;IAFQ
SUR;Suriname;Americas;Latin America and the Caribbean;Arms seized;by type;submachine gun;na;na;2016;Counts;0;IAFQ
SUR;Suriname;Americas;Latin America and the Caribbean;Arms seized;by type;Unknown status on type;na;na;2016;Counts;0;IAFQ
SUR;Suriname;Americas;Latin America and the Caribbean;Arms seized;Total;Total;na;na;2016;Counts;187;IAFQ
SUR;Suriname;Americas;Latin America and the Caribbean;Arms seized;by type;machine gun;na;na;2017;Counts;0;IAFQ
SUR;Suriname;Americas;Latin America and the Caribbean;Arms seized;by type;other weapons;na;na;2017;Counts;38;IAFQ
SUR;Suriname;Americas;Latin America and the Caribbean;Arms seized;by type;pistol;na;na;2017;Counts;52;IAFQ
SUR;Suriname;Americas;Latin America and the Caribbean;Arms seized;by type;revolver;na;na;2017;Counts;19;IAFQ
SUR;Suriname;Americas;Latin America and the Caribbean;Arms seized;by type;rifle (Inlcuding Carbine);na;na;2017;Counts;3;IAFQ
SUR;Suriname;Americas;Latin America and the Caribbean;Arms seized;by type;shotgun (Including Short Carbine);na;na;2017;Counts;81;IAFQ
SUR;Suriname;Americas;Latin America and the Caribbean;Arms seized;by type;submachine gun;na;na;2017;Counts;0;IAFQ
SUR;Suriname;Americas;Latin America and the Caribbean;Arms seized;by type;Unknown status on type;na;na;2017;Counts;0;IAFQ
SUR;Suriname;Americas;Latin America and the Caribbean;Arms seized;Total;Total;na;na;2017;Counts;193;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by condition;Assembled arms;na;na;2016;Counts;46;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by condition;Industrially manufactured arms;na;na;2016;Counts;1604;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by condition;Modified arms;na;na;2016;Counts;65;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by type;machine gun;na;na;2016;Counts;0;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by type;other weapons;na;na;2016;Counts;0;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by type;pistol;na;na;2016;Counts;842;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by type;revolver;na;na;2016;Counts;89;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by type;rifle (Inlcuding Carbine);na;na;2016;Counts;707;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by type;shotgun (Including Short Carbine);na;na;2016;Counts;41;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by type;submachine gun;na;na;2016;Counts;0;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by type;Unknown status on type;na;na;2016;Counts;36;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by other suspected offences;Drug trafficking;na;na;2016;Counts;15;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by other suspected offences;Violent crime;na;na;2016;Counts;48;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by location;Uniquely identifiable - total uniquely identifiable through marking;na;na;2016;Counts;196;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;Total;Total;na;na;2016;Counts;1715;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by condition;Total;na;na;2016;Counts;1715;IAFQ/NA
SVK;Slovakia;Europe;Eastern Europe;Instances/cases of seizures;Total;Total;na;na;2016;Counts;378;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms surrendered;by type;Total;na;na;2017;Counts;2857;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by condition;Assembled arms;na;na;2017;Counts;38;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by condition;Industrially manufactured arms;na;na;2017;Counts;397;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by condition;Modified arms;na;na;2017;Counts;75;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by type;machine gun;na;na;2017;Counts;0;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by type;other weapons;na;na;2017;Counts;0;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by type;pistol;na;na;2017;Counts;219;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by type;revolver;na;na;2017;Counts;60;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by type;rifle (Inlcuding Carbine);na;na;2017;Counts;186;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by type;shotgun (Including Short Carbine);na;na;2017;Counts;40;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by type;submachine gun;na;na;2017;Counts;0;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by type;Unknown status on type;na;na;2017;Counts;5;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by location;Uniquely identifiable - total uniquely identifiable through marking;na;na;2017;Counts;185;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;Total;Total;na;na;2017;Counts;510;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by condition;Total;na;na;2017;Counts;510;IAFQ/NA
SVK;Slovakia;Europe;Eastern Europe;Instances/cases of seizures;Total;Total;na;na;2017;Counts;560;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by condition;Assembled arms;na;na;2018;Counts;1;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by condition;Converted arms;na;na;2018;Counts;17;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by condition;Industrially manufactured arms;na;na;2018;Counts;0;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by condition;Modified arms;na;na;2018;Counts;0;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by condition;otherwise illicitly manufactured;na;na;2018;Counts;0;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by condition;Reactivated arms;na;na;2018;Counts;0;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by condition;otherwise illicitly manufactured;na;na;2018;Counts;120;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by type;machine gun;na;na;2018;Counts;0;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by type;other weapons;na;na;2018;Counts;2;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by type;pistol;na;na;2018;Counts;55;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by type;revolver;na;na;2018;Counts;11;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by type;rifle (Inlcuding Carbine);na;na;2018;Counts;62;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by type;shotgun (Including Short Carbine);na;na;2018;Counts;8;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by type;submachine gun;na;na;2018;Counts;0;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by type;Unknown status on type;na;na;2018;Counts;0;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by other suspected offences;Violent crime;na;na;2018;Counts;23;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by location;Uniquely identifiable - total uniquely identifiable through marking;na;na;2018;Counts;183;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;Total;Total;na;na;2018;Counts;138;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by condition;Total;na;na;2018;Counts;138;IAFQ/NA
SVK;Slovakia;Europe;Eastern Europe;Instances/cases of seizures;Total;Total;na;na;2018;Counts;289;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Parts and components seized;Total;Total;na;na;2018;Counts;93;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by condition;Assembled arms;na;na;2019;Counts;0;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by condition;Converted arms;na;na;2019;Counts;106;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by condition;Industrially manufactured arms;na;na;2019;Counts;1;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by condition;Modified arms;na;na;2019;Counts;0;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by condition;otherwise illicitly manufactured;na;na;2019;Counts;0;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by condition;Reactivated arms;na;na;2019;Counts;0;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by condition;otherwise illicitly manufactured;na;na;2019;Counts;424;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by marking;altered marking;na;na;2019;Counts;0;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by marking;no marking;na;na;2019;Counts;1;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by marking;unknown Status On Marking;na;na;2019;Counts;420;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by marking;uniquely marked;na;na;2019;Counts;110;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by type;machine gun;na;na;2019;Counts;0;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by type;other weapons;na;na;2019;Counts;0;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by type;pistol;na;na;2019;Counts;460;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by type;revolver;na;na;2019;Counts;5;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by type;rifle (Inlcuding Carbine);na;na;2019;Counts;44;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by type;shotgun (Including Short Carbine);na;na;2019;Counts;7;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by type;submachine gun;na;na;2019;Counts;8;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by type;Unknown status on type;na;na;2019;Counts;7;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;Total;Total;na;na;2019;Counts;531;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by condition;Total;na;na;2019;Counts;531;IAFQ/NA
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by marking;Total;na;na;2019;Counts;531;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Instances/cases of seizures;Total;Total;na;na;2019;Counts;138;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by condition;Assembled arms;na;na;2020;Counts;0;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by condition;Converted arms;na;na;2020;Counts;157;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by condition;Industrially manufactured arms;na;na;2020;Counts;0;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by condition;Modified arms;na;na;2020;Counts;0;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by condition;otherwise illicitly manufactured;na;na;2020;Counts;0;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by condition;Reactivated arms;na;na;2020;Counts;0;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by condition;otherwise illicitly manufactured;na;na;2020;Counts;511;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by marking;altered marking;na;na;2020;Counts;0;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by marking;no marking;na;na;2020;Counts;420;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by marking;unknown Status On Marking;na;na;2020;Counts;0;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by marking;uniquely marked;na;na;2020;Counts;148;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by type;machine gun;na;na;2020;Counts;0;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by type;other weapons;na;na;2020;Counts;0;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by type;pistol;na;na;2020;Counts;228;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by type;revolver;na;na;2020;Counts;8;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by type;rifle (Inlcuding Carbine);na;na;2020;Counts;21;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by type;shotgun (Including Short Carbine);na;na;2020;Counts;1;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by type;submachine gun;na;na;2020;Counts;6;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by type;Unknown status on type;na;na;2020;Counts;440;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;Total;Total;na;na;2020;Counts;704;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by condition;Total;na;na;2020;Counts;668;IAFQ/NA
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by marking;Total;na;na;2020;Counts;568;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Instances/cases of seizures;Total;Total;na;na;2020;Counts;212;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by marking;altered marking;na;na;2021;Counts;114;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by marking;uniquely marked;na;na;2021;Counts;237;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by type;pistol;na;na;2021;Counts;51;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by type;revolver;na;na;2021;Counts;17;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by type;rifle (Inlcuding Carbine);na;na;2021;Counts;41;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by type;shotgun (Including Short Carbine);na;na;2021;Counts;27;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by type;submachine gun;na;na;2021;Counts;6;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by type;Unknown status on type;na;na;2021;Counts;209;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by other suspected offences;Illicit trafficking of firearms;na;na;2021;Counts;318;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by other suspected offences;Other;na;na;2021;Counts;12;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by other suspected offences;Acts of terrorism;na;na;2021;Counts;1;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by other suspected offences;Violent crime;na;na;2021;Counts;20;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;Total;Total;na;na;2021;Counts;351;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by marking;Total;na;na;2021;Counts;351;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Instances/cases of seizures;Total;Total;na;na;2021;Counts;298;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by condition;otherwise illicitly manufactured;na;na;2022;Counts;321;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by marking;altered marking;na;na;2022;Counts;2;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by marking;no marking;na;na;2022;Counts;159;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by marking;unknown Status On Marking;na;na;2022;Counts;160;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by type;pistol;na;na;2022;Counts;45;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by type;revolver;na;na;2022;Counts;4;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by type;rifle (Inlcuding Carbine);na;na;2022;Counts;22;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by type;shotgun (Including Short Carbine);na;na;2022;Counts;2;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by type;Unknown status on type;na;na;2022;Counts;248;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;Total;Total;na;na;2022;Counts;321;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by condition;Total;na;na;2022;Counts;321;IAFQ/NA
SVK;Slovakia;Europe;Eastern Europe;Arms seized;by marking;Total;na;na;2022;Counts;321;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Instances/cases of seizures;Total;Total;na;na;2022;Counts;168;IAFQ
SVK;Slovakia;Europe;Eastern Europe;Ammunition seized;Total;Total;na;na;2023;Counts;211252;IAFQ
